Word,Vowel,F1,F2
65,ʌ,800,1680
65,ɑ,1040,1350
65,ɑ,1100,1460
65,ɔ,770,1150
65,ɔ,710,1200
65,ʊ,680,1420
65,ʊ,640,1350
65,u,420,1110
65,u,505,1050
65,ə,640,1940
65,ə,610,2100
66,i,460,2800
66,i,490,2730
66,ɪ,560,2500
66,ɪ,580,2500
66,ɛ,800,2300
66,ɛ,835,2420
66,æ,950,2150
66,æ,1000,2150
66,ʌ,880,1700
66,ʌ,900,1600
66,ɑ,990,1410
66,ɑ,1050,1320
66,ɔ,770,940
66,ɔ,680,1020
66,ʊ,550,1195
66,ʊ,550,1340
66,u,600,1200
66,u,550,1100
66,ə,805,1705
66,ə,710,1700
67,i,340,3400
67,i,590,3610
67,ɪ,680,3250
67,ɪ,440,3000
67,ɛ,660,2900
67,ɛ,610,2760
67,æ,1240,2700
67,æ,1050,2550
67,ʌ,820,1470
67,ʌ,970,1410
67,ɑ,1090,1380
67,ɑ,860,1250
67,ɔ,800,1220
67,ɔ,640,1070
67,ʊ,660,1360
67,ʊ,730,1500
67,u,620,1100
67,u,600,1280
67,ə,670,2130
67,ə,760,2240
68,i,330,3250
68,i,340,3100
68,ɪ,500,2500
68,ɪ,530,2630
68,ɛ,710,2550
68,ɛ,750,2480
68,æ,1140,2260
68,æ,1110,2230
68,ʌ,770,1540
68,ʌ,800,1490
68,ɑ,940,1400
68,ɑ,930,1370
68,ɔ,530,860
68,ɔ,520,910
68,ʊ,510,1250
68,ʊ,520,1140
68,u,360,660
68,u,310,730
68,ə,550,1500
68,ə,480,1650
69,i,300,2950
69,i,320,3210
69,ɪ,550,2610
69,ɪ,540,2570
69,ɛ,700,2500
69,ɛ,600,2360
69,æ,970,2400
69,æ,950,2270
69,ʌ,780,1650
69,ʌ,720,1500
69,ɑ,950,1200
69,ɑ,920,1080
69,ɔ,790,1050
69,ɔ,750,1000
69,ʊ,540,1430
69,ʊ,530,1580
69,u,420,1500
69,u,450,1330
69,ə,570,1880
69,ə,510,1610
70,i,280,2820
70,i,317,3125
70,ɪ,460,2520
70,ɪ,420,2480
70,ɛ,657,2300
70,ɛ,672,2275
70,æ,808,1950
70,æ,870,2000
70,ʌ,706,1410
70,ʌ,720,1480
70,ɑ,950,1350
70,ɑ,910,1360
70,ɔ,700,1120
70,ɔ,690,920
70,ʊ,475,1250
70,ʊ,460,1210
70,u,403,1100
70,u,363,920
70,ə,452,1580
70,ə,510,1550
71,i,280,3140
71,i,300,3400
71,ɪ,450,2700
71,ɪ,400,2840
71,ɛ,580,2650
71,ɛ,620,2660
71,æ,910,2370
71,æ,930,2350
71,ʌ,770,1650
71,ʌ,690,1600
71,ɑ,970,1450
71,ɑ,1010,1650
71,ɔ,670,1160
71,ɔ,720,1260
71,ʊ,500,1640
71,ʊ,450,1440
71,u,350,1160
71,u,330,1090
71,ə,430,1800
71,ə,470,1840
72,i,330,3050
72,i,340,2860
72,ɪ,500,2720
72,ɪ,600,2750
72,ɛ,735,2450
72,ɛ,780,2560
72,æ,940,2020
72,æ,1070,2320
72,ʌ,860,1530
72,ʌ,970,1500
72,ɑ,780,1250
72,ɑ,970,970
72,ɔ,825,1210
72,ɔ,930,930
72,ʊ,490,1460
72,ʊ,570,1320
72,u,470,1400
72,u,370,1160
72,ə,510,1660
72,ə,480,1700
73,i,380,3200
73,i,350,3250
73,ɪ,380,2960
73,ɪ,520,2900
73,ɛ,670,2790
73,ɛ,620,2750
73,æ,1070,2380
73,æ,1130,2320
73,ʌ,700,1730
73,ʌ,725,1570
73,ɑ,1110,1630
73,ɑ,1130,1400
73,ɔ,580,930
73,ɔ,540,1070
73,ʊ,450,1350
73,ʊ,520,1600
73,u,460,1460
73,u,400,1700
73,ə,540,1770
73,ə,540,2050
74,i,300,3250
74,i,275,3280
74,ɪ,570,2850
74,ɪ,485,2630
74,ɛ,650,2880
74,ɛ,570,2900
74,æ,1300,2280
74,æ,1300,2160
74,ʌ,850,1540
74,ʌ,840,1580
74,ɑ,1230,1300
74,ɑ,1090,1230
74,ɔ,850,850
74,ɔ,685,1030
74,ʊ,540,1420
74,ʊ,600,1440
74,u,390,1340
74,u,340,1110
74,ə,530,1650
74,ə,550,1660
75,i,370,2950
75,i,370,2910
75,ɪ,515,2740
75,ɪ,485,2600
75,ɛ,630,2520
75,ɛ,565,2440
75,æ,970,2030
75,æ,915,2130
75,ʌ,810,1600
75,ʌ,760,1530
75,ɑ,810,1350
75,ɑ,1000,1360
75,ɔ,535,970
75,ɔ,550,1080
75,ʊ,550,1420
75,ʊ,570,1500
75,u,510,1700
75,u,500,1640
75,ə,522,1830
75,ə,530,1800
76,i,350,3240
76,i,344,3120
76,ɪ,590,2760
76,ɪ,540,2900
76,ɛ,830,2750
76,ɛ,800,2640
76,æ,1140,2450
76,æ,1130,2550
76,ʌ,930,1540
76,ʌ,950,1670
76,ɑ,1190,1470
76,ɑ,1070,1460
76,ɔ,910,1200
76,ɔ,830,1250
76,ʊ,630,1310
76,ʊ,610,1550
76,u,520,1250
76,u,500,1140
76,ə,740,1850
76,ə,660,1830
