Word,Vowel,F1,F2
72,ao,825,1210
72,ao,930,930
72,uh,490,1460
72,uh,570,1320
72,uw,470,1400
72,uw,370,1160
72,er,510,1660
72,er,480,1700
73,iy,380,3200
73,iy,350,3250
73,ih,380,2960
73,ih,520,2900
73,eh,670,2790
73,eh,620,2750
73,ae,1070,2380
73,ae,1130,2320
73,ah,700,1730
73,ah,725,1570
73,aa,1110,1630
73,aa,1130,1400
73,ao,580,930
73,ao,540,1070
73,uh,450,1350
73,uh,520,1600
73,uw,460,1460
73,uw,400,1700
73,er,540,1770
73,er,540,2050
74,iy,300,3250
74,iy,275,3280
74,ih,570,2850
74,ih,485,2630
74,eh,650,2880
74,eh,570,2900
74,ae,1300,2280
74,ae,1300,2160
74,ah,850,1540
74,ah,840,1580
74,aa,1230,1300
74,aa,1090,1230
74,ao,850,850
74,ao,685,1030
74,uh,540,1420
74,uh,600,1440
74,uw,390,1340
74,uw,340,1110
74,er,530,1650
74,er,550,1660
75,iy,370,2950
75,iy,370,2910
75,ih,515,2740
75,ih,485,2600
75,eh,630,2520
75,eh,565,2440
75,ae,970,2030
75,ae,915,2130
75,ah,810,1600
75,ah,760,1530
75,aa,810,1350
75,aa,1000,1360
75,ao,535,970
75,ao,550,1080
75,uh,550,1420
75,uh,570,1500
75,uw,510,1700
75,uw,500,1640
75,er,522,1830
75,er,530,1800
76,iy,350,3240
76,iy,344,3120
76,ih,590,2760
76,ih,540,2900
76,eh,830,2750
76,eh,800,2640
76,ae,1140,2450
76,ae,1130,2550
76,ah,930,1540
76,ah,950,1670
76,aa,1190,1470
76,aa,1070,1460
76,ao,910,1200
76,ao,830,1250
76,uh,630,1310
76,uh,610,1550
76,uw,520,1250
76,uw,500,1140
76,er,740,1850
76,er,660,1830
